"","DSS Status","CP Thrptc Area Cde","TR Trial Num","TR Trial Alias","TR Cmpnd Desc","TR Phase Cde","TR Pln Entr Trt","Cfm Entr Trt","TR Cntrys Pln","TR Sites Pln","TR PA Fct","TR PA Act","TR FPV Fct","TR FPV Act","TR LPV Fct","TR LPV Act","TR Primary Outcome LPV Fct","TR Primary Outcome LPV Act","TR Primary Outcome DB Lock Fct","TR Primary Outcome DB Lock Act","TR DB Fnlzd Fct","TR DB Fnlzd Act","TR Fnl Rpt Cmplt Fct","TR Fnl Rpt Cmplt Act","TR Trial Publication Fct","TR Trial Publication Act","TR Managing MU Cde","TR DMgmt MU Cde","TR Finance MU Cde","TR Rglty Category Cde","TR Funding","TR Canc Stp Flg","TR Trial Status Desc Cancel/Stop","TR Date Hld Canc Stp","TR CRF Agreement/TG 3 Fct","TR CRF Agreement/TG 3 Act","TR CRF Aprvl/TG 4 Fct","TR CRF Aprvl/TG 4 Act","TR Sys in Prod Fct","TR Sys in Prod Act","TR Trial Desc","TR Critical Path","LY","Manager","Data Management System","Data Management Support (Lilly/TPO)","Clinical Data Associate","CDM Name","Comments","eCOA Flag"
"476",NA,"AIIMIN",17830,"I4V-MC-KHAA","Baricitinib","III","1400","1617",12,101,2020-05-15,2020-05-18,2020-05-29,2020-06-12,2021-06-10,2021-06-10,2021-05-19,2021-02-12,2021-05-26,2021-03-23,2021-07-06,2021-07-15,2021-08-06,2021-10-06,NA,NA,"COR","COR","COR","CTCONF","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Evaluate effect of Bari vs SoC in COVID pts","Critical","LLY3009104","Jude Joseph Burger","Veeva eDC/DMW","ICON (Process)","Kori M Reintjes","Lauren Mahon","Veeva DB build by Veeva, ICON doing DM work","N"
"477",NA,"AIIMIN",18266,"J2T-MC-KGBJ","Lebrikizumab (LY3650150)","III","250","0",10,100,2022-07-18,NA,2022-12-30,NA,2026-06-26,NA,NA,NA,NA,NA,2026-07-24,NA,2026-10-24,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","No","Created",NA,NA,NA,NA,NA,NA,NA,"Long-Term Extension study for pediatrics",NA,"LLY3650150","Kim King","Veeva eDC/CDB","Lilly LCC/LCCI","Ryan Michael Crosbie","Manjusha Ravishankar Pai
Nithin Sreenivas",NA,"Y"
"478",NA,"AIIMIN",17745,"I7P-MC-DSAE","CXCR1/2L mAb (LY3041658)","I","16","16",1,1,2020-08-12,2020-08-07,2020-12-07,2020-12-07,2021-05-24,2021-05-28,2021-05-24,2021-05-28,2021-08-12,2021-08-12,2021-08-12,2021-08-12,2021-11-12,2021-11-09,NA,NA,"COR","COV","PRB","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Single dose sc/ISR study in HV","Not Critical","LLY3041658","Christopher N Helton","Medidata Rave","COVANCE","Babita Kumari",NA,NA,"N"
"479",NA,"AIIMIN",18276,"I6Q-MC-BIFG","No Lilly Drug","I","55","0",1,1,2021-07-19,2021-07-19,2021-10-01,2021-10-04,2022-02-05,2022-02-05,2022-02-05,2022-02-05,2022-03-17,2022-03-17,2022-03-17,2022-03-17,2022-07-11,2022-07-04,NA,NA,"COR","COR","PRB","CTCONF","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"EET Injection Site Pain Buffer Matrix HV",NA,"LLY9999NL","Christopher N Helton","Medidata Rave","COVANCE","Shalini Sivarajan",NA,NA,NA
"480",NA,"AIIMIN",18301,"I4V-JE-B033","Baricitinib","IV","250","143",1,80,2021-04-23,2021-06-21,2021-09-30,2021-09-21,2023-04-30,NA,2023-04-30,NA,NA,NA,2023-09-30,NA,2024-02-29,NA,NA,NA,"JP","JP","JP","PMSNI1",NA,"No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Post Marketing Safety Study of Baricitinib in COVID-19 Japan",NA,"LLY3009104",NA,NA,NA,NA,NA,NA,NA
"481",NA,"AIIMIN",18308,"J3P-MC-FTAA","RIPK1 Inhibitor - Non-CNS (R552) (LY3871801)","IIA","110","0",5,30,2021-07-01,2021-07-01,2023-04-07,NA,2024-07-21,NA,2024-06-24,NA,2024-07-23,NA,2024-08-20,NA,2024-11-18,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"POS for Ps","Critical","LLY3871801","Shabnam Chowdhury","Veeva eDC/DMW","Lilly LCC/LCCI","Shabnam Sharmeen Chowdhury, Amber Blackmon","Amrita Srivastava","PA was on July 23; FPV on Apr. 21, 2022;","Y"
"482",NA,"ONC",17675,"J2N-OX-JZNG","LOXO-305 (LY3527727)","I","35","16",1,6,2020-10-30,2020-10-29,2021-01-28,2021-02-01,2021-09-06,2021-06-04,2021-09-02,2021-06-04,2021-10-13,NA,2021-11-11,2021-08-25,2022-03-08,2021-12-02,NA,NA,"COV","COV","PRO","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"LOXO-BTK-20013-Ph1-Pirtobrutinib-Renal","Critical","LLY3527727","Lox Manager",NA,NA,"Lox CDA",NA,NA,NA
"483",NA,"ONC",17674,"J2N-OX-JZNF","LOXO-305 (LY3527727)","I","60","0",1,6,2021-01-01,2020-08-10,2020-12-03,2020-12-18,2021-11-18,2021-12-31,2021-11-18,NA,NA,NA,2022-03-02,2022-03-02,2022-05-31,2022-05-31,NA,NA,"COV","COV","PRO","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"LOXO-BTK-20012-Ph1-Pirtobrutinib-Hepatic","Critical","LLY3527727","Lox Manager",NA,NA,"Lox CDA",NA,NA,NA
"484",NA,"AIIMIN",18323,"J3P-MC-FTAB","RIPK1 Inhibitor - Non-CNS (R552) (LY3871801)","I","14","15",1,1,2021-08-31,2021-08-27,2022-02-04,2022-02-04,2022-03-09,2022-03-11,2022-03-09,2022-03-11,2022-06-27,2022-06-28,2022-06-27,2022-06-28,2022-10-03,NA,NA,NA,"COR","COR","PRB","CTCONF",NA,"No","Database Finalized",NA,NA,NA,NA,NA,NA,NA,"RBA of Two Formulations","Critical","LLY3871801","Christopher N Helton","Medidata Rave","COVANCE","Eileen Yeo",NA,NA,NA
"485",NA,"AIIMIN",18334,"J3P-MC-FTAC","RIPK1 Inhibitor - Non-CNS (R552) (LY3871801)","I","34",NA,1,1,2022-04-06,2022-04-05,2023-08-19,NA,2023-10-24,NA,2023-10-24,NA,2023-01-17,NA,2024-01-17,NA,2024-05-15,NA,NA,NA,"JP","COR","PRX","CT-EXP","Corporate","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"MAD study in Japanese and non-Japanese HV","Not Critical","LLY3871801","Christopher N Helton","Medidata Rave","COVANCE","Eileen Yeo",NA,NA,NA
"486",NA,"AIIMIN",18336,"J3P-MC-FTAD","RIPK1 Inhibitor - Non-CNS (R552) (LY3871801)","I","40","0",1,1,2022-02-07,2022-02-07,2022-10-11,NA,2023-03-17,NA,2023-03-17,NA,2023-06-02,NA,2023-06-02,NA,2023-08-31,NA,NA,NA,"COR","COR","PRB","CTCONF","Corporate","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"Methotrexate DDI and CYP cocktail DDI (2-part study)","Critical","LLY3871801","Christopher N Helton","Medidata Rave","COVANCE","Babita Kumari",NA,NA,NA
"487",NA,"AIIMIN",18337,"J3P-MC-FTAE","RIPK1 Inhibitor - Non-CNS (R552) (LY3871801)","I","8",NA,1,1,2023-05-19,NA,2023-08-25,NA,2023-09-22,NA,2023-09-22,NA,2023-11-17,NA,2023-11-17,NA,2024-05-17,NA,NA,NA,"COR","COR","PRB","CTCONF","Corporate","No","Created",NA,NA,NA,NA,NA,NA,NA,"14C","Not Critical","LLY3871801","Christopher N Helton","Medidata Rave","COVANCE","Babita Kumari",NA,NA,NA
"488",NA,"AIIMIN",17424,"J1A-MC-KDAD","PD-1 Antibody Agonist (LY3462817)","II","80","101",6,31,2020-08-06,2020-08-05,2020-12-31,2021-01-04,2022-06-30,2022-06-29,2022-01-13,2022-01-10,2022-02-16,2022-02-15,2022-08-01,NA,2022-10-28,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","Last Patient Visit",NA,NA,NA,NA,NA,NA,NA,"Phase 2 POC in Rheumatoid Arthritis","Critical","LLY3462817","Shabnam Chowdhury","Veeva eDC/CDB","Lilly LCC/LCCI (ICON Transition)","Nelson Wong","Amrutha V C","ICON Transition effective date&#58; 01Dec2020 after Golive.  LPV est 13Jan22 with PO DB Lock est 03Feb22","Y"
"489",NA,"AIIMIN",17422,"J1P-MC-KFAJ","IL-2 CONJUGATE","II","280","204",20,131,2020-02-26,2020-02-25,2020-08-04,2020-08-19,2023-03-23,NA,2022-12-23,NA,2023-02-06,NA,2023-05-07,NA,2023-08-05,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Phase 2 Trial in SLE","Critical","LLY3471851","Kim King","Veeva eDC/DMW","Lilly LCC/LCCI (ICON Transition)","Stephanie Van Vogt","Umesh Niwas Jadhav","Study transitioned from ICON to Lilly during execution. Transitioned on 6 Aug 2021
Study will transition to full LCCI support on 17Mar2022.","Y"
"490",NA,"ONC",17782,"I3Y-IN-JPEC","Abemaciclib","IV","100","0",1,15,2020-06-19,2020-06-17,2021-02-22,2021-02-22,2023-03-03,NA,2023-03-03,NA,NA,NA,2023-04-02,NA,2023-06-11,NA,NA,NA,"COR","COR","COR","PMS-IN","Local","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Ph4-Abemaciclib-MBC","Critical","LLY2835219","Santosh Kumar Chellur","InForm/DMW","IQVIA","Kamal Kandhari","IQVIA &amp; Cytespace","IQVIA India contract. IQVIA has subcontracted DM and stats to Local India TPO Cytespace.
Study has been transitioned from Veronica to Kamal Kandhari","N"
"491",NA,"ONC",17770,"H7K-MC-O005","No Lilly Drug","NOPHASE","60","0",1,1,2020-12-21,2021-01-15,2021-09-27,2021-09-27,2022-07-22,NA,2022-07-22,NA,2022-09-22,NA,2022-09-22,NA,2022-12-13,NA,NA,NA,"COR","COR","PRB","CT-EXP","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"EET Bolus Injector Study Pts",NA,"LLY9999NL","Christopher N Helton","Medidata Rave","COVANCE","Linda Burkhart",NA,NA,"N"
"492",NA,"ONC",17712,"J2N-OX-Y001","LOXO-305 (LY3527727)","NOPHASE","1","0",1,1,2022-03-01,NA,2020-09-01,NA,2023-02-01,NA,NA,NA,NA,NA,NA,NA,2025-12-31,NA,NA,NA,"COR","COR","COR","EXPNPU",NA,"No","Created",NA,NA,NA,NA,NA,NA,NA,"LOXO-305 Expanded Access Protocol",NA,"LLY3527727","Lox Manager",NA,NA,"Lox CDA",NA,NA,NA
"493",NA,"AIIMIN",18199,"J1P-GH-KFAK","IL-2 CONJUGATE","I","36",NA,1,1,2021-02-22,2021-02-16,2023-08-15,NA,2024-02-15,NA,NA,NA,NA,NA,2024-04-30,NA,2024-07-31,NA,NA,NA,"CN","COR","PRB","CT-EXP","Corporate","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"China PK Study HV","Critical","LLY3471851","Christopher N Helton","Medidata Rave","COVANCE","Amarjeet Kaur",NA,NA,NA
"494",NA,"AIIMIN",17803,"J2T-DM-KGAD","Lebrikizumab (LY3650150)","III","225","228",4,89,2019-11-26,2019-11-26,2020-02-03,2020-02-03,2021-09-16,2021-10-12,2021-08-11,2021-08-11,2021-09-15,2021-09-13,2021-12-15,2021-12-15,2022-03-17,2022-04-14,NA,NA,"SYE","MED","COR","CTCONF","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Lebri w/corticosteriod in pts w/mod to severe AD (ADhere)","Critical","LLY3650150","Kim King","Medidata Rave","Syneos (Project)","Swati Patel",NA,"PO Lock 13Sep2021
Po Relock and Final Lock 15Dec2021 Transfer on16Dec2021 (PO relock due to missing eCOA data)",NA
"495",NA,"AIIMIN",18141,"J1A-MC-KDAE","PD-1 Antibody Agonist (LY3462817)","I","32","0",1,1,2022-02-07,2022-02-07,2022-06-28,2022-06-28,2023-03-03,NA,2023-03-03,NA,2023-04-28,NA,2023-05-01,NA,2023-08-18,NA,NA,NA,"COR","COR","PRX","CT-EXP","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,2022-04-11,NA,"SAD and PK in HV + Japanese - New Formulation","Not Critical","LLY3462817","Christopher N Helton","Medidata Rave","COVANCE","Linda Burkhart",NA,NA,NA
"496",NA,"AIIMIN",17820,"I6T-MC-AMBW","IL-23 Antibody II (LY3074828)","I","240","240",1,3,2020-08-14,2020-08-14,2020-11-03,2020-11-02,2021-05-04,2021-05-17,2021-05-04,2021-05-17,2021-07-14,2021-07-01,2021-07-14,2021-07-01,2021-10-12,2021-09-28,NA,NA,"COR","COR","PRB","CTCONF","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"UC PK device bridging (2x1mL PFS and a 2x1mL AI injector) HV","Critical","LLY3074828","Christopher N Helton","Medidata Rave","COVANCE","Micah Tragesser",NA,NA,NA
"497",NA,"AIIMIN",17946,"J2T-MC-KGAK","Lebrikizumab (LY3650150)","III","240","258",1,70,2020-06-26,2020-08-05,2020-11-16,2020-11-17,2022-10-28,NA,2022-08-19,NA,2022-09-16,NA,2022-11-25,NA,2023-02-14,NA,NA,NA,"SYE","MED","COR","CTCONF","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Vaccine Responses in pts w/ moderate to severe AD","Critical","LLY3650150","Kim King","Medidata Rave","Syneos (Project)","Kimberly K King, Kelly Hross",NA,NA,"Y"
"498",NA,"AIIMIN",17953,"J2T-JE-KGAL","Lebrikizumab (LY3650150)","III","280","287",1,37,2020-11-12,2020-11-19,2021-03-08,2021-03-10,2023-01-28,NA,2022-07-31,NA,2022-08-24,NA,2023-03-25,NA,2023-06-30,NA,NA,NA,"JP","JP","JP","CTCONF","Corporate","No","Last Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Lebri comb study in Japanese pts with moderate to severe","Critical","LLY3650150","Tomoko Maegawa","Veeva eDC/CDB","Lilly LCC/LCCI (ICON Transition)","Ai Watanabe","Swati Chaturvedi",NA,"Y"
"499",NA,"AIIMIN",17603,"J1P-MC-KFAN","IL-2 CONJUGATE","I","44","0",1,1,2022-07-25,2022-07-25,2022-09-26,NA,2023-01-31,NA,2023-01-31,NA,2023-03-31,NA,2023-03-31,NA,2023-06-30,NA,NA,NA,"COR","COR","PRB","CTCONF","Corporate","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"Single-dose Study of the PK of LY3471851 Following SC dosing","Not Critical","LLY3471851","Sathish Sundaram",NA,"COVANCE","Goli Sunder’s",NA,NA,NA
"500",NA,"ONC",17780,"J2N-OX-JZNL","LOXO-305 (LY3527727)","I","12","16",1,1,2020-10-01,2020-10-05,2020-11-01,2020-11-10,2021-01-01,2020-12-30,2021-01-01,2020-12-30,2021-03-26,2021-03-26,2021-03-26,2021-03-26,2021-07-12,2021-08-09,NA,NA,"COV","COV","PRO","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"LOXO-BTK-20016-Ph1-Pirtobrutinib-DDI/2C8 (repaglinide)","Critical","LLY3527727","Lox Manager",NA,NA,"Lox CDA",NA,NA,NA
"501",NA,"AIIMIN",17955,"J2T-MC-KGBG","Lebrikizumab (LY3650150)","I","240","214",1,4,2021-03-09,2021-03-04,2021-06-01,2021-06-02,2022-01-22,2022-02-11,2022-01-22,2022-02-11,2022-05-04,2022-04-26,2022-05-04,2022-05-20,2022-08-11,NA,NA,NA,"COR","COV","PRB","CTCONF","Corporate","No","Database Finalized",NA,NA,NA,NA,NA,2021-05-25,2021-05-25,"BE Prefilled Syringe vs AutoInjector HV","Critical","LLY3650150","Sathish Sundaram","Medidata Rave","COVANCE","Michael Harrison",NA,NA,"N"
"502",NA,"ONC",17746,"J2N-MC-JZNJ","LOXO-305 (LY3527727)","I/II","120","77",1,25,2020-08-20,2020-08-20,2021-05-24,2021-05-14,2025-04-19,NA,2023-06-30,NA,2023-07-31,NA,2025-05-19,NA,2025-08-20,NA,NA,NA,"CN","CN","CN","CT-EXP","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"LOXO-305 China Only Phase 1/2 Study","Critical","LLY3527727","XIAO DAN QI","Veeva eDC/DMW","Lilly LCC/LCCI (ICON Transition)",NA,"Nilesh Malli",NA,NA
"503",NA,"ONC",17748,"I4T-MC-JVDT","Ramucirumab","I","60","50",1,1,2020-05-15,2020-05-15,2020-07-31,2020-07-30,2021-05-09,2021-05-09,2021-05-09,2021-05-09,2021-07-16,2021-07-26,2021-07-16,2021-07-26,2021-10-26,2021-10-28,NA,NA,"COR","COV","PRX","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"SAD PK sc/ISR study in HV","Not Critical","LLY3009806","Christopher N Helton","Medidata Rave","COVANCE","Amarjeet Kaur",NA,NA,"N"
"504",NA,"AIIMIN",17604,"J1P-MC-KFAL","IL-2 CONJUGATE","I","78","71",1,1,2021-07-18,2021-07-16,2021-08-16,2021-08-16,2022-08-25,2022-07-06,2022-08-25,2022-07-06,2022-10-21,NA,2022-10-21,NA,2023-01-30,NA,NA,NA,"COR","COR","PRX","CT-EXP","Corporate","No","Last Patient Visit",NA,NA,NA,NA,NA,NA,NA,"ISR/PK Study","Not Critical","LLY3471851","Christopher N Helton","Medidata Rave","COVANCE","Amarjeet Kaur",NA,NA,"N"
"505",NA,"AIIMIN",18115,"J3K-MC-KIAA","CD19 Antibody (LY3541860)","I","84","8",1,1,2021-06-11,2021-06-11,2021-11-11,2021-11-11,2022-11-10,NA,2022-11-10,NA,2023-01-24,NA,2023-01-24,NA,2023-04-24,NA,NA,NA,"COR","ECP","PRX","CT-EXP","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Safety FHD SAD/MAD with HV Study","Critical","LLY3541860","Christopher N Helton","Medidata Rave","COVANCE","Lisa Baschirotto",NA,NA,NA
"506",NA,"AIIMIN",18343,"I1F-MC-B018","Ixekizumab","IV","600",NA,1,60,2021-12-30,2021-12-21,2022-08-15,NA,2024-04-30,NA,NA,NA,NA,NA,2024-06-30,NA,2024-08-31,NA,NA,NA,"CRO","COR","COR","PMSNI2",NA,"No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"Nail and Scalp PMS",NA,"LLY2439821","Marisa Alamillo","EDC Other","IQVIA","Marisa Alamillo, Belen Fernandez",NA,NA,"Y"
"507",NA,"ONC",17716,"I8I-MC-JY05","Oncology Multi-compound Continued Access","I","6","2",1,6,2020-01-17,2020-01-23,2020-03-31,2020-04-15,2022-06-13,NA,2022-06-13,NA,2022-09-30,NA,2022-09-30,NA,NA,NA,NA,NA,"US","US","US","CT-EXP",NA,"No","Last Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Continued Access of LY3023414",NA,"LLY900016","Kalyan Kumar Reddy Burla","InForm/DMW","Lilly LCCI only (ICON Transition)","Priyam Sarkar",NA,NA,NA
"508",NA,"ONC",17775,"J2N-MC-JZNK","LOXO-305 (LY3527727)","I","20","20",1,1,2020-10-01,2020-12-02,2020-11-01,2021-01-04,2021-03-08,2021-03-08,2021-03-08,2021-03-08,2021-05-14,2021-05-20,2021-05-14,2021-05-20,2021-08-23,2021-09-02,NA,NA,"COV","COV","PRO","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"LOXO-BTK-20009-Ph1-Pirtobrutinib-Food Effect","Critical","LLY3527727","Lox Manager",NA,NA,"Lox CDA",NA,NA,NA
"509",NA,"AIIMIN",17796,"I1F-MC-B015","Ixekizumab","IV","500",NA,7,15,2020-12-26,NA,2021-10-07,NA,2025-10-30,NA,NA,NA,2025-11-28,NA,2025-11-28,NA,2026-04-30,NA,NA,NA,"HCI","COR","COR","PMNIEU",NA,"No","Created",NA,NA,NA,NA,NA,NA,NA,"Phase 4 Psoriasis Pediatric",NA,"LLY2439821",NA,NA,NA,NA,NA,NA,NA
"510",NA,"AIIMIN",17572,"I1F-MC-RHCY","Ixekizumab","III","85",NA,12,40,2020-09-14,2020-09-14,2023-04-13,NA,2028-02-21,NA,2027-11-19,NA,NA,NA,2028-03-21,NA,2028-09-21,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"Open-label Extension Trial of Ixekizumab for patients with J","Not Critical","LLY2439821","Sridevi N",NA,NA,"Satina Hall","Phanesh T S",NA,NA
"511",NA,"AIIMIN",17571,"I4V-JE-JAJE","Baricitinib","II/III","5","9",1,5,2020-04-28,2020-05-15,2020-10-27,2020-10-27,2023-10-31,NA,2021-10-12,2021-10-12,2021-11-16,2021-12-08,2023-12-22,NA,2024-04-30,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Japan P2/3 for autoimflammatory Type1 interferonopathies","Critical","LLY3009104","Tomoko Maegawa","InForm/DMW","Lilly LCCI only (ICON Transition)","Goro Okada","Rakesh Bitra","Transitioned from ICON on 17 Dec 2021.","N"
"512",NA,"AIIMIN",17667,"I6T-MC-AMBV","IL-23 Antibody II (LY3074828)","I","60","60",1,1,2019-12-19,2019-12-13,2020-09-11,2020-09-15,2020-12-24,2021-01-11,2020-12-24,2021-01-11,2021-06-17,2021-06-24,2021-06-17,2021-06-24,2021-09-16,2021-09-24,NA,NA,"COR","COR","PRB","CTCONF",NA,"No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Miri Reformulation PK (RBA) HV",NA,"LLY3074828","Christopher N Helton","Medidata Rave","COVANCE","Micah Tragesser",NA,NA,NA
"513",NA,"AIIMIN",17497,"I7P-MC-DSAD","CXCR1/2L mAb (LY3041658)","II","64","72",4,25,2020-03-02,2020-03-13,2020-08-26,2020-08-26,2022-11-02,NA,2022-04-07,2022-03-15,2022-03-21,2022-04-26,2022-11-30,NA,2023-01-31,NA,NA,NA,"IQV","US","US","CT-EXP","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Phase 2 POC in HS","Critical","LLY3041658","John Glover","InForm","IQVIA","Satina Adrena Hall",NA,NA,"Y"
"514",NA,"AIIMIN",17804,"J2T-DM-KGAE","Lebrikizumab (LY3650150)","III","200","206",4,75,2019-11-14,2019-11-14,2020-02-11,2020-02-11,2022-06-24,2022-06-22,2022-04-13,2022-04-20,2022-07-22,NA,2022-08-12,NA,2022-10-21,NA,NA,NA,"SYE","MED","COR","CTCONF","Corporate","No","Last Patient Visit",NA,NA,NA,NA,NA,NA,NA,"Open label, single arm of Lebri in adol pts w/AD (ADore)","Critical","LLY3650150","Kim King","Medidata Rave","Syneos (Project)","Swati Patel",NA,NA,NA
"515",NA,"AIIMIN",17480,"J1B-MC-FRCF","CD200R Antibody Agonist (LY3454738)","II","60","52",2,15,2019-08-09,2019-08-12,2019-11-11,2019-11-15,2021-02-24,2021-02-24,2021-02-24,2021-02-24,2021-04-14,NA,2021-04-14,2021-04-14,2021-07-14,2021-10-08,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Phase 2 POC in Urticaria","Critical","LLY3454738","Kimberly A Melnick","InForm/DMW","Lilly LCC/LCCI (Syneos Transition)","Tonya Stojkovic","Deepak Kumar Sahoo &amp; Rajeshwar Bhikaji","Study was transitioned to Lilly on 10 Jul 2020","Y"
"516",NA,"AIIMIN",17476,"I4V-MC-E004","Baricitinib","IV","39",NA,1,1,2015-01-01,2015-01-01,2016-03-07,NA,2019-01-11,NA,NA,NA,NA,NA,2019-08-02,NA,2019-10-04,NA,NA,NA,"COR","COR","COR","EXIST","Local","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"CHOP Natural History Study-AGS","Not Critical","LLY3009104",NA,NA,NA,NA,NA,NA,NA
"517",NA,"AIIMIN",18139,"I6T-MC-AMBX","IL-23 Antibody II (LY3074828)","I","240","237",1,3,2021-08-11,2021-08-11,2021-10-04,2021-10-05,2022-06-20,2022-06-22,2022-06-20,2022-06-22,2022-08-09,NA,2022-08-09,NA,2022-11-02,NA,NA,NA,"COR","COV","PRB","CT-EXP","Corporate","No","Last Patient Visit",NA,NA,NA,NA,NA,NA,NA,"BE for Crohns  1mL(Bolt +2mL(Tella) AI","Not Critical","LLY3074828","Sathish Sundaram","Medidata Rave","COVANCE","Linda Burkhart",NA,NA,NA
"518",NA,"AIIMIN",17599,"I6M-NS-E001","BAFF/IL-17 Bispecific Antibody (LY3090106)","IB/II","12",NA,1,1,2020-10-01,NA,2021-09-01,NA,2022-06-21,NA,2022-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","US","US","EXIST",NA,"No","Created",NA,NA,NA,NA,NA,NA,NA,"EXIST - Sjogren's",NA,"LLY3090106",NA,NA,NA,NA,NA,NA,NA
"519",NA,"AIIMIN",17410,"I6T-MC-AMBU","IL-23 Antibody II (LY3074828)","IIB","30","28",5,30,2019-04-19,2019-04-24,2020-05-18,2020-05-18,2022-12-31,NA,2022-12-31,NA,2023-02-01,NA,2023-02-01,NA,2023-05-01,NA,NA,NA,"IQV","COR","COR","CT-EXP","Corporate","No","Last Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,2019-12-05,"Peds UC Open Label PK Study","Not Critical","LLY3074828","John Glover","InForm","IQVIA","Helen Hee Kyung Chong","Lori Melton",NA,"Y"
"520",NA,"AIIMIN",18265,"J2T-MC-KGBI","Lebrikizumab (LY3650150)","III","300","0",13,100,2022-02-16,2022-03-03,2022-10-04,NA,2025-06-27,NA,2023-05-16,NA,2023-06-16,NA,2025-08-08,NA,2025-10-27,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","No","Protocol Approved",NA,NA,NA,NA,NA,NA,NA,"Lebri vs Placebo in moderate to severe AD pediatrics",NA,"LLY3650150","Kim King","Veeva eDC/CDB","Lilly LCC/LCCI","Kelly Hross","Manjusha Ravishankar Pai",NA,"Y"
"521",NA,"ONC",17792,"I4T-NS-I025","Ramucirumab","III","250","0",1,1,NA,2020-09-15,NA,2021-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","First Pt. Enter Treatment",NA,NA,NA,NA,NA,NA,NA,"Ph III-Ram+Sintilimab-Metastic Gastric/Gastroesophageal","Not Critical","LLY3009806","Not Supported",NA,NA,NA,NA,NA,NA
"522",NA,"AIIMIN",18525,"J1A-MC-KDAF","PD-1 Antibody Agonist (LY3462817)","IIB","480","0",16,170,2022-07-01,NA,2022-08-31,NA,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COR","COR","COR","CTTHER","Corporate","No","Trial Dsgn Elmt Pln Cmplt",NA,NA,NA,NA,NA,NA,NA,"Phase 2b Rheumatoid Arthritis study","Critical","LLY3462817",NA,NA,NA,NA,NA,NA,"Y"
